,Batsmen,Matches,Runs,4,6,Wickets,Balls,50,100,0,High_Score
1824,CL Hall,8,122,9,0,6,101,0,0,0,50
1825,EJ Inglis,2,24,4,0,2,30,0,0,0,20
1826,EA Osborne,34,332,29,2,17,418,0,0,6,40
1827,A Sutherland,5,74,8,0,4,70,0,0,0,38
1828,T Flintoff,5,67,4,0,0,58,0,0,0,34
1829,NM Hancock,5,36,2,0,2,32,0,0,1,26
1830,CL Rafferty,1,6,0,0,1,5,0,0,0,6
1831,KL Short,6,66,4,0,5,70,0,0,0,17
1832,GM Harris,21,224,21,9,13,172,0,0,4,39
1833,SJ Johnson,6,35,4,1,6,23,0,0,1,16
1834,M Hinkley,4,22,2,0,2,26,0,0,1,13
1835,L Harris,7,106,9,6,5,65,0,0,1,36
1836,LG Smith,3,7,0,0,0,13,0,0,0,5
1837,J Hicks,1,0,0,0,1,1,0,0,1,0
1838,S Campbell,1,0,0,0,1,3,0,0,1,0
1839,G Prestwidge,1,1,0,0,0,1,0,0,0,1
1840,G Redmayne,6,62,8,0,6,69,0,0,1,35
1841,A Wellington,6,38,4,0,4,34,0,0,1,23
1842,TJ McPharlin,2,14,1,0,1,21,0,0,0,10
1843,ML Gibson,4,22,0,0,1,35,0,0,0,13
1844,N Faltum,1,3,0,0,1,3,0,0,0,3
1845,M Penna,4,3,0,0,3,8,0,0,2,2
1846,HL Ferling,9,13,1,0,4,28,0,0,3,4
1847,C Piparo,3,33,3,0,2,28,0,0,0,19
1848,JL Barsby,4,43,4,0,2,34,0,0,0,17
1849,P Cleary,1,1,0,0,1,1,0,0,0,1
1850,T Peschel,2,3,0,0,0,2,0,0,0,2
1851,TJ Vlaeminck,3,14,2,0,3,13,0,0,2,14
1852,B Vakarewa,2,3,0,0,0,3,0,0,0,2
1853,C Leeson,2,23,1,1,0,15,0,0,0,16
1854,M Strano,3,2,0,0,2,5,0,0,1,1
1855,M Phillips,4,38,3,0,4,52,0,0,0,15
1856,T Wilson,4,68,9,0,3,76,0,0,1,47
1857,R Trenaman,1,1,0,0,1,1,0,0,0,1
1858,EJ Smith,2,17,1,0,1,17,0,0,0,13
1859,A King,1,9,0,0,1,24,0,0,0,9
1860,BA King,4,56,7,1,4,76,0,0,0,39
1861,Fareed Ahmad,5,29,4,0,1,24,0,0,2,24
1862,R Shepherd,1,6,0,0,1,8,0,0,0,6
1863,Sharafuddin Ashraf,4,31,1,1,1,35,0,0,0,14
1864,SKW Wood,3,26,2,1,2,22,0,0,1,17
1865,GP Smith,11,264,27,6,9,208,1,0,1,52
1866,SJ Mullaney,7,51,3,3,5,34,0,0,0,16
1867,CMW Read,12,162,17,3,8,129,0,0,2,35
1868,BA Hutton,1,4,0,0,0,3,0,0,0,4
1869,IR Bell,261,11507,1248,87,221,18437,84,25,9,235
1870,SR Hain,12,371,45,5,11,308,2,0,1,92
1871,LJ Evans,11,179,20,4,10,159,1,0,1,52
1872,DKH Mitchell,10,215,23,2,9,159,1,0,1,61
1873,JM Clarke,12,227,23,4,11,180,1,0,0,69
1874,BL D'Oliveira,13,353,25,10,10,281,1,0,0,62
1875,OB Cox,11,234,28,6,4,149,1,0,0,59
1876,J Leach,8,96,11,3,7,73,0,0,0,18
1877,MD Stoneman,15,356,37,8,14,248,2,0,1,82
1878,P Mustard,23,574,58,17,22,502,3,0,1,83
1879,G Clark,5,89,11,3,4,65,0,0,0,36
1880,RD Pringle,14,139,15,4,12,97,0,0,3,33
1881,P Coughlin,6,87,4,3,4,58,0,0,0,26
1882,SG Borthwick,11,119,6,1,7,125,0,0,1,29
1883,ML Pettini,12,331,43,5,11,262,3,0,1,76
1884,TJ Wells,7,60,4,1,5,54,0,0,0,26
1885,RE Levi,30,588,58,31,27,401,3,1,6,117
1886,AM Rossington,15,317,38,11,13,217,2,0,0,85
1887,JJ Cobb,15,464,43,18,13,358,5,0,2,80
1888,SP Crook,13,163,18,4,9,142,0,0,1,43
1889,AG Wakely,11,286,24,11,7,210,3,0,1,64
1890,JG Myburgh,10,218,21,8,9,149,1,0,0,86
1891,J Allenby,13,328,36,6,12,277,2,0,1,91
1892,PD Trego,13,257,32,10,13,160,2,0,0,63
1893,RC Davies,6,14,2,0,6,12,0,0,2,5
1894,J Overton,5,38,2,2,5,24,0,0,0,14
1895,JC Hildreth,4,59,7,1,3,44,0,0,0,39
1896,Yasir Arafat,25,249,22,5,12,333,0,0,1,50
1897,DJ Bell-Drummond,9,379,47,4,7,257,3,1,1,112
1898,SA Northeast,14,462,40,15,14,307,4,0,0,75
1899,DI Stevens,12,168,14,8,11,115,0,0,0,33
1900,SM Davies,21,422,58,1,21,369,1,0,1,87
1901,Azhar Mahmood,29,464,46,15,25,385,2,0,3,80
1902,MW Pillans,2,24,2,1,1,28,0,0,0,13
1903,JE Burke,2,1,0,0,1,3,0,0,1,1
1904,JD Ryder,112,3542,407,79,103,4052,26,7,12,201
1905,T Westley,14,403,53,3,13,311,1,0,0,74
1906,DW Lawrence,11,229,24,4,9,188,0,0,1,36
1907,Ashar Zaidi,11,363,21,23,8,219,3,0,0,59
1908,JS Foster,12,91,4,2,10,73,0,0,1,27
1909,GR Napier,6,63,3,4,4,45,0,0,2,21
1910,MW Dixon,1,1,0,0,1,1,0,0,0,1
1911,MR Quinn,2,14,1,1,1,8,0,0,0,8
1912,CD Nash,12,308,34,10,11,222,1,1,0,112
1913,PD Salt,9,151,15,3,8,118,0,0,0,33
1914,BC Brown,4,85,6,3,4,61,0,0,0,43
1915,MW Machan,42,1241,110,30,34,1134,7,0,0,90
1916,Craig Cachopa,6,95,10,2,5,72,0,0,1,45
1917,WAT Beer,5,29,3,0,3,22,0,0,0,18
1918,HJH Marshall,33,558,48,6,31,565,2,0,2,90
1919,IA Cockbain,14,499,43,13,9,378,3,0,1,73
1920,TC Smith,3,24,3,0,2,29,0,0,0,9
1921,AN Petersen,68,3060,342,28,60,4927,23,6,1,198
1922,KR Brown,12,289,27,8,11,226,2,0,1,62
1923,SJ Croft,12,199,9,4,7,172,0,0,0,36
1924,AL Davies,2,21,2,0,2,21,0,0,0,15
1925,AM Lilley,3,14,2,0,2,9,0,0,0,10
1926,N Wagner,32,408,47,14,23,867,0,0,4,37
1927,WJ Durston,8,223,24,10,8,134,1,0,0,51
1928,ZS Ansari,12,153,10,2,8,220,0,0,1,34
1929,GJ Batty,11,45,1,0,6,119,0,0,1,17
1930,DL Lloyd,14,382,47,8,13,291,2,0,2,97
1931,JA Rudolph,31,949,105,3,24,1672,6,1,1,157
1932,AHT Donald,12,235,27,7,9,177,2,0,2,55
1933,NRT Gubbins,9,119,9,4,9,96,0,0,1,32
1934,JA Simpson,14,243,19,11,11,166,1,0,0,54
1935,RF Higgins,10,121,12,3,5,98,1,0,1,57
1936,MA Carberry,31,966,122,15,27,1395,8,0,0,77
1937,JHK Adams,5,47,5,2,5,33,0,0,0,18
1938,AJA Wheater,9,148,20,2,9,122,0,0,0,39
1939,R McLaren,63,739,66,8,37,986,2,0,7,71
1940,WR Smith,4,14,0,0,4,17,0,0,2,9
1941,GM Andrew,8,64,6,2,3,47,0,0,0,31
1942,TL Best,27,292,37,6,16,435,1,0,6,95
1943,CF Hughes,11,244,18,10,10,187,0,0,0,46
1944,WL Madsen,11,257,18,10,8,186,1,0,0,59
1945,AL Hughes,8,88,6,1,6,90,0,0,0,27
1946,SJ Thakor,9,127,10,6,6,81,0,0,0,30
1947,T Poynton,4,57,2,1,2,41,0,0,0,37
1948,RK Kleinveldt,20,210,15,12,15,232,0,0,3,43
1949,RI Keogh,6,73,8,0,5,56,0,0,0,28
1950,GG White,7,46,1,4,4,41,0,0,2,22
1951,SD Parry,5,24,3,0,2,19,0,0,1,15
1952,BA Raine,6,101,7,2,4,100,0,0,1,48
1953,LJ Hill,8,187,13,9,5,118,0,0,0,31
1954,NJ Dexter,3,53,3,1,2,48,0,0,0,34
1955,A Lyth,19,577,79,13,19,719,3,1,0,131
1956,AZ Lees,13,294,40,3,13,234,1,0,1,59
1957,JA Leaning,11,272,19,13,10,186,1,0,0,64
1958,WMH Rhodes,7,89,7,2,6,71,0,0,1,45
1959,AJ Hodd,4,5,0,0,3,8,0,0,0,2
1960,JC Wainman,1,12,1,0,0,12,0,0,0,12
1961,BO Coad,1,1,0,0,1,1,0,0,0,1
1962,A Javid,7,66,5,0,5,53,0,0,0,34
1963,AN Kervezee,27,560,53,6,24,584,4,0,2,83
1964,CB Cooke,4,65,4,3,2,53,0,0,0,24
1965,GG Wagg,10,91,6,2,6,84,0,0,0,32
1966,DW Steyn,146,1486,141,40,106,2841,4,0,19,76
1967,MTC Waller,5,28,2,0,2,39,0,0,0,11
1968,HW Podmore,2,3,0,0,2,4,0,0,0,2
1969,CDJ Dent,9,193,15,2,5,170,0,0,0,45
1970,BAC Howell,10,150,10,5,8,110,0,0,1,37
1971,JMR Taylor,4,161,14,9,3,95,1,0,0,80
1972,GL van Buuren,3,27,2,1,2,29,0,0,0,14
1973,GH Roderick,5,53,5,2,2,31,0,0,0,22
1974,LJ Fletcher,2,6,0,0,0,8,0,0,0,3
1975,AJ Blake,11,198,10,7,8,170,0,0,1,37
1976,FK Cowdrey,8,121,11,2,6,88,1,0,2,71
1977,MT Coles,6,49,4,2,6,33,0,0,1,31
1978,JC Tredwell,40,268,19,5,23,375,0,0,5,37
1979,DA Griffiths,3,16,1,1,3,14,0,0,1,8
1980,U Arshad,6,70,6,2,1,49,0,0,0,43
1981,V Chopra,1,97,8,5,0,60,1,0,0,97
1982,CJ Taylor,3,15,1,1,2,14,0,0,1,14
1983,GK Berg,11,227,29,4,9,145,2,0,0,90
1984,JKH Naik,1,5,0,0,1,4,0,0,0,5
1985,BA Godleman,2,6,0,0,2,10,0,0,0,4
1986,J Clark,7,111,6,5,5,71,0,0,0,31
1987,C Rushworth,2,0,0,0,0,2,0,0,2,0
1988,LD McManus,7,78,5,2,6,66,0,0,1,41
1989,K Noema-Barnett,5,44,3,2,4,36,0,0,1,37
1990,ME Claydon,5,21,1,0,1,29,0,0,1,15
1991,HZ Finch,2,2,0,0,1,3,0,0,1,2
1992,JK Fuller,5,27,1,2,3,14,0,0,0,14
1993,NA Sowter,2,6,0,0,1,8,0,0,0,4
1994,RJ Gleeson,4,14,2,0,3,13,0,0,1,7
1995,GH Rhodes,3,16,2,0,3,13,0,0,0,8
1996,EG Barnard,5,23,1,1,3,16,0,0,1,9
1997,DP Sibley,6,247,17,7,5,209,2,0,0,74
1998,KS Velani,6,62,9,2,6,54,0,0,2,19
1999,AD Thomason,3,12,0,0,3,15,0,0,0,6
2000,R Clarke,11,112,11,1,8,126,0,0,2,39
2001,RI Newton,1,7,1,0,1,4,0,0,0,7
2002,JTA Burnham,4,27,1,2,3,28,0,0,2,17
2003,OP Rayner,3,15,1,0,2,15,0,0,1,13
2004,MJJ Critchley,5,31,1,2,3,19,0,0,0,10
2005,BD Cotton,3,7,0,0,1,11,0,0,1,4
2006,TP Alsop,7,143,15,5,6,120,1,0,1,85
2007,OJ Hannon-Dalby,5,15,0,0,2,26,0,0,1,5
2008,JE Poysden,4,12,1,0,0,8,0,0,0,9
2009,JJ Weatherley,4,81,6,2,4,58,0,0,0,43
2010,A Carter,1,0,0,0,1,1,0,0,1,0
2011,R Rampaul,63,731,74,25,49,1079,3,0,8,86
2012,TJ Moores,4,62,5,1,2,55,0,0,0,39
2013,JD Shantry,3,7,1,0,2,7,0,0,0,5
2014,Azeem Rafiq,3,13,1,0,1,14,0,0,0,6
2015,J Shaw,1,1,0,0,1,1,0,0,0,1
2016,SA Patterson,1,3,0,0,1,6,0,0,0,3
2017,GJ Muchall,6,103,4,3,4,91,0,0,1,32
2018,DR Briggs,2,24,4,0,2,13,0,0,0,13
2019,A Shahzad,11,45,1,3,7,72,0,0,2,9
2020,GHS Garton,1,2,0,0,0,2,0,0,0,2
2021,PJ Horton,1,29,3,0,1,25,0,0,0,29
2022,RML Taylor,24,277,18,10,14,237,0,0,1,46
2023,RA Stevenson,1,3,0,0,1,4,0,0,0,3
2024,MS Crane,1,2,0,0,0,5,0,0,0,2
2025,IAA Thomas,1,3,0,0,0,4,0,0,0,3
2026,LA Procter,2,17,2,0,1,16,0,0,0,16
2027,NL Buck,2,0,0,0,1,3,0,0,2,0
2028,GA Edwards,1,2,0,0,0,2,0,0,0,2
2029,JW Dernbach,16,44,4,0,8,55,0,0,2,12
2030,TD Groenewald,1,2,0,0,1,3,0,0,0,2
2031,MA Wallace,8,180,19,1,7,163,1,0,1,69
2032,DA Cosker,1,6,0,0,0,8,0,0,0,6
2033,RO Gordon,3,10,0,0,3,10,0,0,1,7
2034,TP Milnes,1,0,0,0,1,1,0,0,1,0
2035,BJ Taylor,3,21,3,0,2,23,0,0,0,9
2036,TMJ Smith,2,9,0,0,1,8,0,0,0,8
2037,LC Norwell,1,2,0,0,0,2,0,0,0,2
2038,Azharullah,1,6,1,0,0,9,0,0,0,6
2039,MA Ashraf,2,1,0,0,1,3,0,0,1,1
2040,AWR Barrow,1,17,1,0,0,19,0,0,0,17
2041,LM Reece,3,48,7,1,3,41,0,0,0,32
2042,AG Salter,4,28,1,1,2,24,0,0,0,16
2043,BTJ Wheal,6,20,3,0,2,24,0,0,3,16
2044,GT Griffiths,2,6,0,0,0,9,0,0,0,4
2045,TD Rouse,1,9,1,0,1,9,0,0,0,9
2046,NLJ Browne,5,84,7,1,5,82,0,0,0,27
2047,PI Walter,3,15,0,1,2,9,0,0,0,8
2048,KHD Barker,2,5,0,0,1,9,0,0,0,4
2049,RJ Sayer,1,1,0,0,0,1,0,0,0,1
2050,CAJ Morris,1,3,0,0,0,2,0,0,0,3
2051,AJ Mellor,1,10,0,0,0,7,0,0,0,10
2052,WRS Gidman,1,30,4,0,0,20,0,0,0,30
2053,SS Eskinazi,1,29,3,0,1,28,0,0,0,29
2054,J Goodwin,1,32,5,0,1,28,0,0,0,32
2055,AJ Hose,1,4,0,0,1,3,0,0,0,4
2056,TB Abell,1,7,1,0,1,9,0,0,0,7
2057,BGF Green,1,12,1,0,0,13,0,0,0,12
2058,DM Bess,1,1,0,0,1,1,0,0,0,1
2059,ORT Sale,1,1,0,0,1,2,0,0,0,1
2060,L Wood,1,0,0,0,1,1,0,0,1,0
2061,DD Masters,1,0,0,0,0,1,0,0,1,0
2062,PJ Grieshaber,1,9,0,0,1,10,0,0,0,9
2063,MD Taylor,1,1,0,0,0,1,0,0,0,1
2064,MJ Waite,1,19,2,0,0,15,0,0,0,19
2065,BW Sanderson,1,1,0,0,0,1,0,0,0,1
2066,E Kershaw,1,2,0,0,1,2,0,0,0,2
2067,K Pierre,1,1,0,0,0,3,0,0,0,1
2068,H Deol,1,0,0,0,1,1,0,0,1,0
2069,Irfan Ahmed,30,712,57,35,30,628,4,1,3,106
2070,Skhawat Ali,6,34,2,0,6,103,0,0,1,11
2071,Ankur Sharma,4,66,6,0,3,166,0,0,0,30
2072,Haseeb Amjad,19,145,12,6,11,128,0,0,1,38
2073,Nadeem Ahmed,24,130,11,2,17,201,0,0,3,29
2074,Ehsan Nawaz,8,36,2,1,3,142,0,0,3,15
2075,Amjad Ali,22,544,76,1,21,758,3,0,0,98
2076,Salman Faris,3,43,4,0,3,89,0,0,1,27
2077,Khurram Khan,27,815,83,9,23,864,5,1,2,132
2078,SP Patil,41,677,55,7,32,986,3,0,4,76
2079,Shaiman Anwar,64,1897,172,56,57,1892,14,2,2,117
2080,Mohammad Shahzad (2),32,563,55,18,28,601,3,0,5,79
2081,Fayyaz Ahmed,5,61,8,0,3,124,0,0,0,37
2082,Krishna Chandran,10,127,11,1,8,276,0,0,3,36
2083,Mohammad Naveed,36,305,29,16,25,264,0,0,6,30
2084,Zeeshan Siddiqui,25,720,84,6,19,1008,6,0,0,87
2085,Arif Hussain,9,196,25,6,9,223,1,0,0,61
2086,VS Wategaonkar,22,244,15,2,19,373,0,0,1,47
2087,Sultan Ahmed,27,364,31,3,22,452,1,0,3,55
2088,Amir Ali,29,502,46,9,18,561,1,0,1,58
2089,RJ Ranpura,18,174,17,3,10,218,0,0,1,28
2090,M Ansari,14,31,4,0,6,65,0,0,5,11
2091,Nasir Jamal,7,235,23,1,5,370,1,0,0,52
2092,Mirwais Ashraf,45,371,23,17,30,498,0,0,7,42
2093,JPR Lamsam,6,54,7,0,2,106,0,0,2,18
2094,SP Khakurel,43,844,85,11,36,1162,4,1,3,115
2095,NB Budayair,20,292,25,5,16,561,2,0,3,62
2096,Nasir Shafiq,16,527,58,16,14,666,4,1,0,151
2097,Suhan Alagaratnam,22,418,43,13,21,546,1,1,4,101
2098,Hammadullah Khan,10,127,12,1,10,222,0,0,1,38
2099,Khizar Hayat,19,377,25,13,14,455,1,0,1,63
2100,Hassan Ghulam,13,104,8,3,12,155,0,0,1,27
2101,Shahrulnizam Yusof,7,36,3,0,5,50,0,0,2,18
2102,S Navaratnam,9,29,2,0,5,61,0,0,1,8
2103,Irfan Sajid,2,2,0,0,1,8,0,0,1,2
2104,SP Gauchan,23,145,7,5,12,315,0,0,6,39
2105,RK Pradhan,1,2,0,0,0,2,0,0,0,2
2106,HB Ralalage,3,5,0,0,1,27,0,0,0,3
2107,MD Craig,15,589,66,10,9,1070,5,0,0,99
2108,Mohammad Talha,4,34,4,2,4,69,0,0,1,19
2109,Taufeeq Umar,20,1237,153,1,17,2756,11,4,0,238
2110,Ehsan Adil,7,48,5,0,6,78,0,0,2,21
2111,Awais Zia,5,70,4,3,5,81,0,0,0,23
2112,DG Brownlie,34,1078,143,4,32,2063,7,2,4,119
2113,Nasir Jamshed,68,1832,192,31,62,2303,12,3,6,112
2114,BM Wheeler,5,64,5,3,1,52,0,0,0,39
2115,CJL Rogers,30,2078,275,2,29,4008,17,9,0,222
2116,MJ Clarke,281,13347,1290,75,227,20425,95,34,9,329
2117,JF Mooney,58,902,89,11,41,968,1,0,5,96
2118,JWA Taylor,33,1199,101,14,27,1847,10,2,2,112
2119,RJW Topley,5,8,0,0,2,41,0,0,2,6
2120,Nasir Hossain,84,2541,244,30,71,3541,11,3,4,146
2121,Ziaur Rahman,21,232,17,14,18,214,0,0,5,41
2122,Al-Amin Hossain,16,79,7,5,6,128,0,0,5,38
2123,Abdur Razzak,103,867,72,23,65,1151,3,0,18,65
2124,Abdur Rehman,45,511,52,10,37,1048,3,0,6,60
2125,Saeed Ajmal,118,866,76,6,77,1633,1,0,21,55
2126,JK Silva,35,1991,233,2,35,4853,17,7,0,153
2127,KDK Vithanage,19,485,62,9,16,590,3,1,0,103
2128,KTGD Prasad,33,593,63,11,27,948,0,0,3,47
2129,HMRKB Herath,96,1468,170,8,63,2677,4,0,11,80
2130,TM Dilshan,406,14886,1721,123,349,16726,101,33,24,305
2131,SMA Priyanjan,21,422,47,3,18,518,2,0,0,74
2132,Fawad Alam,54,1405,89,14,37,1888,8,2,3,184
2133,UWMBCA Welegedara,22,224,31,4,14,411,1,0,3,52
2134,AD de Lange,5,97,13,1,4,161,0,0,1,37
2135,CR Kumarage,21,693,75,14,18,940,6,1,1,112
2136,KB Shinde,19,322,28,5,15,418,1,0,2,79
2137,C Janik,19,386,35,5,18,648,2,1,0,106
2138,A Goenka,3,19,1,0,3,27,0,0,1,12
2139,M Dharmichand,15,146,15,2,10,190,1,0,1,57
2140,Abhiraj Singh,13,90,4,1,5,150,0,0,1,42
2141,Abid Mushtaq,6,80,7,4,5,84,0,0,0,31
2142,Hisham Mirza,6,43,4,1,5,58,0,0,1,15
2143,Mohamed Rifkas,1,6,0,0,1,9,0,0,0,6
2144,Saad Khalid,3,56,3,6,3,43,0,0,0,24
2145,Abdul Jabar,2,15,2,0,1,42,0,0,0,8
2146,Abdullah Akhunzada,2,15,1,1,1,42,0,0,1,15
2147,Faizan Ali,2,36,2,0,2,65,0,0,0,20
2148,Abdul Waheed,8,188,17,7,7,211,1,0,2,75
2149,Ibrarul Haq,7,93,9,4,6,64,0,0,2,49
2150,Hammad Saeed,7,254,28,12,7,197,1,1,0,181
2151,Shahbaz Rasheed,6,184,17,6,6,221,1,1,0,108
2152,Afzal Saleem,5,244,20,10,2,221,3,0,0,76
2153,S Chhetri,4,25,1,0,4,70,0,0,0,13
2154,SR Gurung,5,20,3,0,5,66,0,0,1,9
2155,Manoj Adhikari,5,84,8,0,5,248,0,0,0,39
2156,J Singye,6,107,11,1,6,203,1,0,2,51
2157,P Wangdi,5,107,7,4,5,182,0,0,0,35
2158,T Tshering,3,25,1,0,2,84,0,0,0,15
2159,K Penjor,3,2,0,0,1,23,0,0,1,1
2160,Mudassar Ali,1,5,1,0,1,3,0,0,0,5
2161,Abdullah Shahid,7,115,12,3,7,119,1,0,2,57
2162,Ahmed Faiz,3,9,2,0,3,14,0,0,1,5
2163,Neesham Nasir,1,4,0,0,1,17,0,0,0,4
2164,Mihusan Hamid,5,43,4,0,3,90,0,0,1,18
2165,S Saeed,2,5,0,0,1,17,0,0,1,5
2166,Ahmed Jamaal,1,1,0,0,1,4,0,0,0,1
2167,Adnan Butt,3,75,10,2,3,66,0,0,0,28
2168,Mirza Baig,3,115,4,1,3,174,1,0,0,72
2169,Adil Hanif,3,34,3,0,3,69,0,0,0,17
2170,Mirza Yaqoob,3,99,8,3,3,150,1,0,0,51
2171,Yasser Nazir,2,5,0,0,2,23,0,0,0,3
2172,Anasim Khan,2,9,0,0,2,39,0,0,0,6
2173,Yaser Sadeq,3,33,3,0,3,44,0,0,1,23
2174,Huzaifa Akram,1,1,0,0,1,5,0,0,0,1
2175,Saad Janjua,15,220,16,9,15,225,0,0,2,33
2176,S Appusamy,4,9,0,1,2,8,0,0,1,6
2177,L Yonten,4,29,2,0,2,70,0,0,1,20
2178,Ubaid Minhas,2,11,0,0,1,29,0,0,1,11
2179,Rashid Hussain,1,0,0,0,1,3,0,0,1,0
2180,Abdullah Qureshi,1,1,0,0,1,5,0,0,0,1
2181,Mohammad Abdullah,1,31,4,0,1,102,0,0,0,31
2182,Nadeem Javed,3,79,7,5,2,51,1,0,0,56
2183,Akram Aslam,1,15,2,0,0,17,0,0,0,15
2184,A Liaqat Ali,1,0,0,0,1,4,0,0,1,0
2185,M Azzam,1,11,0,0,1,34,0,0,0,11
2186,Junaid Niazi,1,6,0,1,0,1,0,0,0,6
2187,Kamran Mahmood,11,139,13,2,8,130,0,0,4,49
2188,A Khan,9,112,7,4,7,148,0,0,1,34
2189,Yasir Iqbal,15,273,24,5,15,306,1,0,2,54
2190,Aftab Ahmed (2),21,298,24,14,16,259,0,0,4,43
2191,Adnan Ilyas,21,539,33,28,18,465,3,0,0,74
2192,AM Northcote,17,301,32,1,15,386,1,0,0,73
2193,DA Marage,8,56,9,0,5,84,0,0,2,27
2194,DG Crowley,23,681,60,11,21,868,6,0,1,63
2195,A Bonora,19,378,26,3,14,794,2,0,1,68
2196,CS Sandri,20,549,37,26,16,496,2,0,0,66
2197,MG Raso,15,244,25,3,10,300,1,0,1,52
2198,V Pennazza,9,93,6,3,5,109,0,0,0,41
2199,WTN Fernando,7,55,4,2,4,92,0,0,3,43
2200,NAT Watkins,18,502,65,1,16,633,3,0,1,77
2201,PW Gough,20,581,59,1,18,776,3,0,2,81
2202,ASJ Dewhurst,7,120,10,1,7,199,0,0,0,44
2203,EJ Farley,13,261,23,10,12,327,3,0,1,86
2204,SSJ Dewhurst,5,31,0,2,3,68,0,0,0,15
2205,CJ Bodenstein,13,141,13,2,10,211,0,0,1,28
2206,TE Minty,2,5,1,0,0,4,0,0,0,4
2207,Mohammad Shukri,3,7,0,0,0,18,0,0,0,3
2208,DA Morrison,5,162,16,0,5,216,2,0,1,77
2209,Fida Hussain,7,110,7,4,6,103,1,0,2,51
2210,MGSM Fernando,2,6,0,0,0,12,0,0,0,4
2211,MR Pedersen,14,246,16,2,12,338,1,0,0,59
2212,Shehzad Ahmed,6,120,10,0,6,256,0,0,0,50
2213,RB Javed,9,49,2,0,3,61,0,0,0,17
2214,JN Duckett,2,4,0,0,1,10,0,0,0,2
2215,L di Giglio,7,40,1,1,5,93,0,0,3,18
2216,NP Rodrigo,1,4,0,0,0,4,0,0,0,4
2217,Sufyan Mehmood,6,34,2,1,1,83,0,0,0,13
2218,KD Mills,88,1033,87,36,60,1264,3,0,9,65
2219,HAPW Jayawardene,38,1632,170,13,30,3237,12,3,1,154
2220,PHT Kaushal,8,106,16,0,6,237,0,0,1,26
2221,RMS Eranga,28,233,31,0,16,527,1,0,4,55
2222,DAJ Bracewell,43,731,79,12,32,1382,1,0,3,65
2223,SMSM Senanayake,49,361,35,7,32,394,0,0,9,42
2224,SHT Kandamby,33,839,68,0,24,1186,5,0,1,93
2225,BAW Mendis,63,422,45,3,39,724,1,0,18,81
2226,KJ Abbott,32,207,18,2,21,472,0,0,3,23
2227,RJ Peterson,58,926,104,8,39,1087,4,0,7,85
2228,Qanita Jalil,29,166,17,0,25,187,0,0,5,21
2229,Sania Khan,10,26,2,0,6,36,0,0,2,5
2230,SL Quintyne,20,208,21,1,15,300,0,0,1,40
2231,TD Smartt,18,102,4,1,11,111,0,0,4,25
2232,N M'shangwe,9,51,3,5,8,59,0,0,3,16
2233,SW Masakadza,20,231,21,7,17,379,0,0,4,38
2234,T Kamungozi,11,32,5,0,6,61,0,0,4,12
2235,APS Lakshika,1,0,0,0,1,3,0,0,1,0
2236,HAM Samuddika,13,80,8,0,6,141,0,0,2,21
2237,T Panyangara,39,245,31,4,27,446,0,0,7,33
2238,B Bezuidenhout,4,16,2,0,4,29,0,0,1,12
2239,Y Fourie,3,1,0,0,2,6,0,0,2,1
2240,NA Moodley,5,28,1,0,3,55,0,0,0,17
2241,V Sibanda,114,2953,340,40,106,4435,18,3,11,116
2242,J Nyumbu,17,84,3,3,12,208,0,0,3,18
2243,Shamsur Rahman,25,683,77,14,25,1077,4,1,4,151
2244,Shuvagata Hom,16,350,41,1,11,548,1,0,1,65
2245,Shahadat Hossain,45,485,63,8,27,901,0,0,9,48
2246,Jubair Hossain,5,18,2,0,3,95,0,0,1,7
2247,Arafat Sunny,17,82,8,1,8,120,0,0,1,15
2248,Abul Hasan,5,169,17,5,2,283,1,1,0,120
2249,DS Smith,58,1766,209,13,56,2788,16,1,4,107
2250,S Chanderpaul,156,7593,666,55,117,14492,62,24,4,204
2251,IJL Trott,124,6792,680,6,106,11892,62,15,8,262
2252,JE Taylor,78,873,106,22,62,1107,1,0,9,53
2253,SJ Benn,59,701,82,17,45,1027,0,0,9,43
2254,V Permaul,10,117,15,2,7,156,0,0,1,23
2255,Emylia Eliani,5,83,11,0,5,104,0,0,0,44
2256,J Francis,1,0,0,0,1,1,0,0,1,0
2257,DI Chunan,4,39,1,0,4,75,0,0,0,15
2258,Rewina Mohammad,2,10,1,0,2,20,0,0,0,7
2259,Nur Aishah,4,21,0,0,2,43,0,0,0,9
2260,J Intan,2,0,0,0,2,5,0,0,2,0
2261,Fathinah Nasri,2,4,0,0,1,16,0,0,0,3
2262,Nadhirah Nasruddin,1,0,0,0,0,1,0,0,1,0
2263,K Shrestha,1,3,0,0,1,12,0,0,0,3
2264,SR Magar,2,19,0,0,1,44,0,0,0,18
2265,Nary Thapa,2,22,1,0,2,58,0,0,0,18
2266,S Magar,2,12,1,0,1,25,0,0,1,12
2267,RC Belbashi,1,1,0,0,1,13,0,0,0,1
2268,MM Chaudhary,2,39,0,0,1,69,0,0,0,22
2269,I Barma,1,6,0,0,1,9,0,0,0,6
2270,R Rawal,1,2,0,0,1,2,0,0,0,2
2271,Karuna Bhandari,1,3,0,0,0,3,0,0,0,3
2272,P Prathanmitr,4,31,2,0,4,60,0,0,0,11
2273,S Saengsakaorat,12,48,5,0,11,184,0,0,4,11
2274,Sobha Aale,1,6,0,0,1,22,0,0,0,6
2275,Jannadiah Halim,1,2,0,0,1,5,0,0,0,2
