,Bowler,clus,_c0,Matches,Runs,4,6,Wickets,Overs,balls,ave,econ,sr
21,Tamoor Sajjad,0,21,7,182,11,9,6,21.1,127.0,30.333333333333332,8.625592417061611,21.166666666666668
22,Iman-ul-Haq,2,22,2,60,8,1,4,5.4,34.0,15.0,11.11111111111111,8.5
23,MG Johnson,0,23,318,16595,2016,152,686,4263.4,25582.0,24.190962099125365,3.892433269221748,37.291545189504376
24,MJ McClenaghan,0,24,144,5160,558,147,217,794.0,4764.0,23.77880184331797,6.498740554156171,21.953917050691246
25,KV Sharma,0,25,65,1823,115,95,64,255.3,1533.0,28.484375,7.140618879749314,23.953125
26,JJ Bumrah,2,26,127,3803,377,89,187,663.0,3978.0,20.336898395721924,5.73604826546003,21.272727272727273
27,Harbhajan Singh,0,27,333,14549,1104,267,502,3719.2,22316.0,28.98207171314741,3.911862766186277,44.45418326693227
28,Washington Sundar,0,28,27,570,39,28,19,80.0,480.0,30.0,7.125,25.263157894736842
29,SN Thakur,2,29,34,987,104,38,39,117.3,705.0,25.307692307692307,8.414322250639387,18.076923076923077
30,JD Unadkat,0,30,80,2477,224,101,92,333.2,2000.0,26.92391304347826,7.433973589435775,21.73913043478261
31,BA Stokes,0,31,151,6579,807,81,192,1477.3,8865.0,34.265625,4.453394706559264,46.171875
32,DT Christian,0,32,145,3488,284,112,137,497.3,2985.0,25.45985401459854,7.013874924592801,21.78832116788321
33,Imran Tahir,0,33,205,8438,624,229,370,1800.5,10805.0,22.805405405405406,4.686475978894752,29.2027027027027
34,AC Thomas,2,34,35,858,84,20,37,124.5,749.0,23.18918918918919,6.891566265060241,20.243243243243242
35,J Botha,0,35,205,6057,358,158,197,1192.3,7155.0,30.746192893401016,5.080097290950264,36.31979695431472
36,AW O'Brien,0,36,22,554,23,24,22,76.2,458.0,25.181818181818183,7.270341207349081,20.818181818181817
37,KW Richardson,2,37,94,2919,277,97,129,420.2,2522.0,22.627906976744185,6.946692051404093,19.550387596899224
38,BE McGain,3,38,4,262,23,17,2,24.4,148.0,131.0,10.737704918032788,74.0
39,XJ Doherty,0,39,100,3803,270,100,107,760.4,4564.0,35.54205607476636,5.001315097317201,42.654205607476634
40,JJ Krejza,0,40,18,1102,94,17,31,222.1,1333.0,35.54838709677419,4.961728950923008,43.0
41,RJG Lockyear,0,41,4,55,3,4,1,4.3,27.0,55.0,12.790697674418606,27.0
42,MJ Johnston,0,42,6,114,8,7,3,13.3,81.0,38.0,8.571428571428571,27.0
43,B Laughlin,2,43,88,2523,211,85,121,334.4,2008.0,20.85123966942149,7.544856459330144,16.59504132231405
44,Naved-ul-Hasan,0,44,46,1830,223,25,76,327.5,1967.0,24.07894736842105,5.587786259541985,25.88157894736842
45,B Lee,0,45,212,8260,964,114,342,1892.3,11355.0,24.15204678362573,4.3650583945463195,33.20175438596491
46,MA Starc,0,46,178,8829,1120,75,424,2202.3,13215.0,20.82311320754717,4.008990600735594,31.16745283018868
47,JR Hazlewood,0,47,91,5528,645,60,238,1647.0,9882.0,23.22689075630252,3.3564055859137825,41.52100840336134
48,DJ Bravo,0,48,366,11874,1015,286,503,2136.4,12820.0,23.606361829025843,5.557947949822131,25.487077534791254
49,SCG MacGill,0,49,9,472,43,16,12,100.4,604.0,39.333333333333336,4.701195219123505,50.333333333333336
50,SPD Smith,0,50,97,2383,180,52,72,457.4,2746.0,33.09722222222222,5.209881941407958,38.138888888888886
51,NM Hauritz,0,51,86,4339,332,90,129,1141.4,6850.0,33.63565891472868,3.801471876642719,53.10077519379845
52,AC McDermott,2,52,14,378,30,16,21,45.1,271.0,18.0,8.381374722838137,12.904761904761905
53,JR Hopes,0,53,133,3745,306,78,121,703.2,4220.0,30.950413223140497,5.325654152445961,34.87603305785124
54,ND Buchanan,0,54,5,124,13,5,4,11.1,67.0,31.0,11.17117117117117,16.75
55,CA Lynn,2,55,3,52,0,2,3,5.3,33.0,17.333333333333332,9.81132075471698,11.0
56,LA Doran,0,56,13,241,15,9,8,29.4,178.0,30.125,8.197278911564625,22.25
57,CH Gayle,0,57,176,4212,229,73,127,962.5,5777.0,33.16535433070866,4.3761038961038965,45.488188976377955
58,SJ Coyte,0,58,56,1369,143,11,71,308.4,1852.0,19.281690140845072,4.439040207522698,26.08450704225352
59,FH Edwards,0,59,91,4548,565,39,155,1144.0,6864.0,29.34193548387097,3.9755244755244754,44.28387096774193
60,SA Abbott,2,60,73,1977,174,77,91,241.0,1446.0,21.725274725274726,8.203319502074688,15.89010989010989
61,LR Butterworth,2,61,3,78,3,4,4,8.0,48.0,19.5,9.75,12.0
62,DP Nannes,2,62,69,1762,199,43,99,266.0,1596.0,17.7979797979798,6.62406015037594,16.12121212121212
63,SW Tait,2,63,115,3505,403,68,172,645.5,3875.0,20.377906976744185,5.429899302865995,22.52906976744186
64,SM Harwood,2,64,11,343,34,9,15,45.5,275.0,22.866666666666667,7.538461538461538,18.333333333333332
65,GJ Maxwell,0,65,182,3916,257,119,106,650.1,3901.0,36.943396226415096,6.023688663282572,36.801886792452834
66,Abdul Razzaq,0,66,84,2249,251,36,80,431.4,2590.0,28.1125,5.213259156235512,32.375
67,Shahid Afridi,0,67,313,10143,697,160,369,2068.5,12413.0,27.48780487804878,4.903553299492386,33.639566395663955
68,AB McDonald,0,68,23,681,68,19,28,166.2,998.0,24.321428571428573,4.097472924187726,35.642857142857146
69,DE Bollinger,0,69,126,4598,544,77,205,1014.0,6084.0,22.429268292682927,4.534516765285996,29.678048780487806
70,JP Faulkner,0,70,203,6575,578,181,289,1025.3,6153.0,22.750865051903116,6.412757241782893,21.290657439446367
71,JW Dernbach,0,71,65,2476,277,48,86,367.2,2204.0,28.790697674418606,6.742919389978214,25.627906976744185
72,CJ McKay,0,72,114,3829,374,82,176,724.3,4347.0,21.755681818181817,5.286483501311611,24.698863636363637
73,LJ Wright,0,73,80,1670,138,35,43,269.3,1617.0,38.83720930232558,6.201262532491644,37.604651162790695
74,DJ Hussey,0,74,101,1721,100,49,61,275.5,1655.0,28.21311475409836,6.246823956442832,27.131147540983605
75,SK Warne,0,75,65,1687,100,70,69,241.5,1451.0,24.44927536231884,6.9855072463768115,21.028985507246375
76,AK Heal,0,76,3,86,2,5,3,8.4,52.0,28.666666666666668,10.238095238095237,17.333333333333332
77,NM Lyon,0,77,116,10334,906,212,333,3087.2,18524.0,31.033033033033032,3.347369784918373,55.627627627627625
78,MA Beer,0,78,54,1386,108,29,48,254.1,1525.0,28.875,5.454545454545455,31.770833333333332
79,NJ Rimmington,2,79,42,1046,106,28,47,134.4,808.0,22.25531914893617,7.782738095238095,17.19148936170213
80,MR Marsh,0,80,116,3644,359,80,118,748.5,4493.0,30.88135593220339,4.868403473613895,38.07627118644068
81,BM Edmondson,2,81,9,304,30,10,19,33.0,198.0,16.0,9.212121212121213,10.421052631578947
82,GB Hogg,0,82,142,4258,260,114,169,809.1,4855.0,25.19526627218935,5.2626374984550734,28.727810650887573
83,PD Collingwood,0,83,148,3649,264,53,112,780.4,4684.0,32.580357142857146,4.675807278318811,41.82142857142857
84,BW Hilfenhaus,0,84,107,5222,624,70,202,1447.5,8687.0,25.85148514851485,3.6075993091537133,43.004950495049506
85,RJ Harris,0,85,91,4649,588,44,220,1304.3,7827.0,21.131818181818183,3.5643640266809786,35.57727272727273
86,MG Neser,0,86,50,1405,139,49,52,172.1,1033.0,27.01923076923077,8.163858221963975,19.865384615384617
87,DJ Thornely,2,87,10,140,14,3,7,18.4,112.0,20.0,7.608695652173914,16.0
88,MC Henriques,0,88,109,2458,243,60,77,368.2,2210.0,31.92207792207792,6.675719717544813,28.7012987012987
89,MJ North,0,89,20,691,54,8,17,223.2,1340.0,40.64705882352941,3.095878136200717,78.82352941176471
90,CJ Borgas,1,90,1,20,0,3,0,0.1,1.0,0.0,200.0,0.0
91,CP Simpson,2,91,1,23,3,0,1,0.5,5.0,23.0,46.0,5.0
92,RE van der Merwe,0,92,98,2698,156,84,115,513.4,3082.0,23.46086956521739,5.255161667315933,26.8
93,MG Hogan,2,93,20,475,50,10,23,63.1,379.0,20.652173913043477,7.527733755942948,16.47826086956522
94,JM Bird,0,94,53,2062,255,27,78,450.1,2701.0,26.435897435897434,4.581204176849589,34.62820512820513
95,BG Drew,2,95,2,61,7,1,3,5.0,30.0,20.333333333333332,12.2,10.0
96,DR Salpietro,0,96,2,65,3,3,1,4.4,28.0,65.0,14.772727272727272,28.0
97,SNJ O'Keefe,0,97,61,2037,147,48,84,504.0,3024.0,24.25,4.041666666666667,36.0
98,NL McCullum,0,98,145,4255,280,116,137,795.5,4775.0,31.05839416058394,5.348837209302325,34.85401459854015
99,DL Vettori,0,99,231,9961,704,195,363,2967.3,17805.0,27.44077134986226,3.356923802783675,49.049586776859506
100,ND Bills,1,100,1,44,5,3,2,0.4,4.0,22.0,110.0,2.0
101,MR Day,1,101,1,23,1,1,0,0.4,4.0,0.0,57.5,0.0
102,CR Swan,2,102,1,16,2,0,1,0.4,4.0,16.0,40.0,4.0
103,JEC Franklin,0,103,123,3252,356,40,96,662.2,3974.0,33.875,4.910903050437934,41.395833333333336
104,SP Narine,0,104,254,7673,608,201,350,1591.4,9550.0,21.922857142857143,4.821540781701646,27.285714285714285
105,PP Chawla,0,105,188,5385,415,200,198,827.3,4965.0,27.196969696969695,6.509126072766832,25.075757575757574
106,Kuldeep Yadav,0,106,52,1739,109,68,63,281.2,1688.0,27.603174603174605,6.184210526315789,26.793650793650794
107,RA Tripathi,1,107,1,12,2,0,0,0.1,1.0,0.0,120.0,0.0
108,Mohammad Amir,0,108,132,6226,733,53,248,1656.1,9937.0,25.10483870967742,3.75943481673812,40.068548387096776
109,Mohammad Abbas,0,109,4,389,51,1,24,139.3,837.0,16.208333333333332,2.792534099066762,34.875
110,Wahab Riaz,0,110,170,7710,874,96,295,1732.0,10392.0,26.135593220338983,4.451501154734411,35.227118644067794
111,Yasir Shah,0,111,70,5925,570,84,200,1606.1,9637.0,29.625,3.6890604570076584,48.185
112,ST Gabriel,0,112,51,3201,389,26,105,899.3,5397.0,30.485714285714284,3.5594351162014903,51.4
113,AS Joseph,0,113,22,1229,130,23,42,268.2,1610.0,29.261904761904763,4.582401193139448,38.333333333333336
114,JO Holder,0,114,125,5493,568,99,175,1383.5,8303.0,31.388571428571428,3.970365016263101,47.44571428571429
115,D Bishoo,0,115,53,4230,327,61,127,1205.1,7231.0,33.30708661417323,3.51008215085885,56.93700787401575
116,RL Chase,0,116,23,1439,98,27,33,412.1,2473.0,43.60606060606061,3.491870905120116,74.93939393939394
117,KC Brathwaite,3,117,24,803,43,10,14,214.5,1289.0,57.357142857142854,3.7435897435897436,92.07142857142857
118,NB Singh,2,118,2,14,2,0,1,2.3,15.0,14.0,6.086956521739131,15.0
119,Basil Thampi,0,119,19,636,58,30,20,65.3,393.0,31.8,9.739663093415007,19.65
120,AJ Tye,2,120,94,2699,207,99,150,356.5,2141.0,17.993333333333332,7.570827489481066,14.273333333333333
121,RA Jadeja,0,121,357,13595,1014,364,491,3424.0,20544.0,27.688391038696537,3.970502336448598,41.84114052953157
122,Ankit Soni,0,122,6,141,8,7,4,16.1,97.0,35.25,8.757763975155278,24.25
123,A Choudhary,0,123,5,137,13,6,5,16.2,98.0,27.4,8.456790123456791,19.6
124,TM Head,0,124,51,983,74,25,30,158.5,953.0,32.766666666666666,6.201892744479495,31.766666666666666
125,Z Khan,0,125,249,11433,1412,118,438,2690.4,16144.0,26.102739726027398,4.249553969669938,36.858447488584474
126,K Rabada,0,126,109,5218,646,82,238,1232.0,7392.0,21.92436974789916,4.2353896103896105,31.058823529411764
127,CJ Anderson,0,127,99,3059,319,75,107,590.5,3545.0,28.588785046728972,5.180355630821338,33.13084112149533
128,CH Morris,0,128,117,3929,449,88,157,647.4,3886.0,25.02547770700637,6.068890948409021,24.751592356687897
129,PJ Cummins,0,129,103,4189,489,79,189,905.3,5433.0,22.164021164021165,4.627195404838176,28.746031746031747
130,A Mishra,0,130,210,7930,586,245,325,1737.0,10422.0,24.4,4.565342544617156,32.067692307692305
131,I Sharma,0,131,260,14061,1814,162,437,3593.0,21558.0,32.17620137299771,3.9134428054550514,49.33180778032037
132,Anureet Singh,0,132,22,601,65,22,21,70.0,420.0,28.61904761904762,8.585714285714285,20.0
133,MM Sharma,0,133,117,3519,401,96,137,503.5,3023.0,25.686131386861312,6.9890764647467725,22.065693430656935
134,AR Patel,0,134,114,3259,235,111,119,555.2,3332.0,27.386554621848738,5.869956772334294,28.0
135,KC Cariappa,0,135,11,340,23,19,8,34.0,204.0,42.5,10.0,25.5
136,B Kumar,0,136,229,7678,900,144,301,1595.0,9570.0,25.508305647840533,4.813793103448276,31.794019933554818
137,A Nehra,2,137,162,5174,607,116,234,798.2,4790.0,22.11111111111111,6.482084690553745,20.47008547008547
138,S Kaul,0,138,44,1339,125,51,50,160.2,962.0,26.78,8.358302122347066,19.24
139,DJ Hooda,0,139,20,301,22,12,7,38.0,228.0,43.0,7.921052631578948,32.57142857142857
140,Rashid Khan,2,140,144,4124,293,117,244,832.1,4993.0,16.901639344262296,4.956135079918279,20.46311475409836
