Batsmen,Matches,Runs,Wickets,Balls,0,4,6,Strike Rate,Average,50,100,High Score
MR Meshram,19,405,14,668,1,46,5,60.62874251497006,28.928571428571427,3,0,78
M Raj,53,2088,36,2838,2,226,6,73.57293868921776,58.0,20,1,109
H Kaur,60,1361,45,1809,5,128,22,75.23493642896628,30.244444444444444,4,1,107
AJ Kenealy,12,63,11,116,3,6,2,54.310344827586206,5.7272727272727275,0,0,20
AC Mushangwe,5,68,2,144,0,9,0,47.22222222222222,34.0,0,0,39
Tamim Iqbal,283,10783,258,15266,19,1235,131,70.63408882483951,41.79457364341085,85,23,231
Soumya Sarkar,80,2442,73,2829,8,295,47,86.3202545068929,33.45205479452055,16,3,127
Sabbir Rahman,88,2171,73,2450,6,229,44,88.61224489795919,29.73972602739726,12,1,104
Mushfiqur Rahim,267,8763,218,13336,14,847,107,65.70935812837432,40.19724770642202,63,14,200
Shakib Al Hasan,320,10619,266,13219,15,1079,111,80.33134125122929,39.921052631578945,81,21,217
Mahmudullah,227,6256,167,9031,12,566,91,69.2725058133097,37.461077844311376,42,5,157
P Kumar,99,788,65,838,13,68,29,94.03341288782816,12.123076923076923,2,0,66
MM Patel,40,141,19,195,14,17,1,72.3076923076923,7.421052631578948,0,0,23
SS Tiwary,66,1325,42,1168,1,98,46,113.4417808219178,31.547619047619047,7,0,61
AT Rayudu,171,4336,132,4108,13,366,131,105.55014605647517,32.84848484848485,27,3,124
TA Boult,82,663,44,1191,13,61,29,55.66750629722922,15.068181818181818,1,0,52
R Stokell,10,126,8,141,1,18,0,89.36170212765957,15.75,0,0,36
L Little,5,22,3,40,1,2,0,55.0,7.333333333333333,0,0,8
V Krishnamurthy,31,480,25,518,1,58,6,92.66409266409266,19.2,2,0,70
TWM Latham,115,4474,102,7713,7,460,38,58.00596395695579,43.86274509803921,34,13,193
GH Worker,6,198,4,244,0,13,6,81.14754098360656,49.5,2,0,62
LRPL Taylor,390,15290,317,20649,17,1474,271,74.04716935444816,48.23343848580441,110,40,326
NT Broom,56,1248,50,1487,7,107,15,83.92737054472092,24.96,8,1,109
JDS Neesham,85,2191,68,2580,3,229,40,84.92248062015504,32.220588235294116,10,3,170
C Munro,76,1556,66,1321,9,133,71,117.78955336866011,23.575757575757574,8,1,101
SC Kuggeleijn,3,19,2,12,1,1,1,158.33333333333334,9.5,0,0,11
MJ Santner,73,1216,49,2024,5,114,28,60.07905138339921,24.816326530612244,3,1,103
Simi Singh,4,14,4,35,2,1,0,40.0,3.5,0,0,9
Vishnu Vinod,3,19,3,26,0,1,1,73.07692307692308,6.333333333333333,0,0,9
Shan Masood,10,462,10,1057,0,42,4,43.70860927152318,46.2,4,1,138
Hasan Ali,26,188,17,160,4,14,11,117.5,11.058823529411764,0,0,32
A Steyn,17,388,14,658,0,50,0,58.96656534954408,27.714285714285715,2,1,117
CJ Jordan,66,740,45,856,8,62,26,86.44859813084112,16.444444444444443,1,0,54
IR Jaggi,7,76,5,100,0,6,0,76.0,15.2,0,0,28
Mosaddek Hossain,38,813,28,982,1,68,20,82.79022403258656,29.035714285714285,4,0,88
Mehedi Hasan Miraz,21,411,18,749,1,54,2,54.873164218958614,22.833333333333332,3,0,74
Mashrafe Mortaza,142,1656,108,2006,14,153,57,82.55234297108674,15.333333333333334,1,0,63
Mustafizur Rahman,28,71,17,131,11,7,2,54.19847328244275,4.176470588235294,0,0,18
PP Chawla,90,627,57,616,14,58,18,101.78571428571429,11.0,0,0,24
AS Rajpoot,5,17,3,31,0,2,0,54.83870967741935,5.666666666666667,0,0,8
CL Tryon,53,993,36,840,7,92,42,118.21428571428571,27.583333333333332,3,0,79
S Pandey,19,244,13,381,4,26,2,64.04199475065617,18.76923076923077,0,0,36
J Goswami,34,356,27,511,4,31,6,69.66731898238747,13.185185185185185,0,0,43
E Bisht,13,62,8,84,2,6,0,73.80952380952381,7.75,0,0,14
S Verma,9,57,6,72,1,4,1,79.16666666666667,9.5,0,0,33
RS Gayakwad,3,7,1,19,1,0,0,36.8421052631579,7.0,0,0,5
E Mbofana,3,5,2,16,2,1,0,31.25,2.5,0,0,5
CA Young,12,27,7,47,3,2,1,57.4468085106383,3.857142857142857,0,0,11
MG Johnson,201,3265,136,4783,22,346,62,68.2625966966339,24.00735294117647,16,2,158
A Khaka,19,58,9,128,4,4,0,45.3125,6.444444444444445,0,0,15
MM Ali,135,3897,110,5756,13,408,90,67.7032661570535,35.42727272727273,28,9,190
Q de Kock,197,7707,178,8179,8,887,154,94.22912336471451,43.29775280898876,55,21,178
F du Plessis,259,10057,219,13717,7,964,158,73.31778085587227,45.922374429223744,79,22,188
JP Duminy,347,10585,255,13440,14,833,214,78.75744047619048,41.509803921568626,67,9,166
DA Miller,212,5241,146,4581,7,370,195,114.40733464309103,35.897260273972606,25,5,138
WD Parnell,63,752,39,1027,3,64,12,73.22297955209348,19.28205128205128,1,0,56
AL Phehlukwayo,19,301,9,327,3,32,9,92.04892966360856,33.44444444444444,0,0,46
F Behardien,77,1558,53,1514,6,116,38,102.90620871862616,29.39622641509434,7,0,70
TS Roland-Jones,10,130,5,103,0,12,4,126.2135922330097,26.0,0,0,37
JT Ball,10,93,9,156,1,11,1,59.61538461538461,10.333333333333334,0,0,33
ST Finn,62,429,34,1150,18,48,3,37.30434782608695,12.617647058823529,1,0,76
MJ Henry,31,449,22,500,6,52,14,89.8,20.40909090909091,1,0,87
JS Patel,42,466,30,853,8,47,5,54.63071512309496,15.533333333333333,0,0,49
Imrul Kayes,102,3350,95,5886,5,388,37,56.91471287801563,35.26315789473684,23,6,201
N Dickwella,38,1435,37,1712,1,151,12,83.82009345794393,38.78378378378378,11,2,116
WU Tharanga,202,6728,183,9368,18,777,50,71.81895815542272,36.76502732240437,53,16,174
BKG Mendis,73,2797,66,3928,5,314,42,71.20672097759675,42.378787878787875,27,3,213
LD Chandimal,194,6463,168,9866,10,574,71,65.50780458139063,38.470238095238095,50,13,221
CK Kapugedera,114,2330,97,2947,8,169,57,79.06345436036648,24.02061855670103,10,1,155
MDKJ Perera,123,3594,110,3844,10,401,71,93.49635796045786,32.67272727272727,26,6,135
DAS Gunaratne,31,988,21,1306,1,99,13,75.65084226646248,47.04761904761905,7,2,155
S Prasanna,55,566,44,558,5,41,34,101.4336917562724,12.863636363636363,2,0,95
RAS Lakmal,73,612,42,1245,18,74,6,49.1566265060241,14.571428571428571,1,0,77
N Pradeep,40,151,22,367,12,21,0,41.14441416893733,6.863636363636363,0,0,26
Usman Ghani,25,620,23,747,1,63,13,82.99866131191432,26.956521739130434,4,1,118
Gulbadin Naib,76,1145,61,1257,8,84,45,91.08989657915673,18.770491803278688,4,0,82
Asghar Stanikzai,112,2567,104,3392,9,174,88,75.67806603773585,24.682692307692307,11,2,142
Samiullah Shenwari,100,2195,79,2825,2,170,50,77.69911504424779,27.78481012658228,10,0,96
Karim Janat,12,154,9,172,0,11,6,89.53488372093024,17.11111111111111,0,0,26
Mohammad Nabi,160,3139,136,3166,6,196,136,99.14718888186987,23.080882352941178,10,1,116
Shafiqullah,42,630,29,517,5,45,34,121.85686653771761,21.724137931034484,3,0,56
Najibullah Zadran,84,1888,62,1827,3,149,83,103.33880678708265,30.451612903225808,12,0,89
Amir Hamza,21,72,10,147,4,4,2,48.97959183673469,7.2,0,0,21
Shapoor Zadran,24,56,10,149,7,2,3,37.58389261744966,5.6,0,0,13
CAK Walton,24,274,24,288,7,29,10,95.13888888888889,11.416666666666666,0,0,40
E Lewis,62,1754,60,1735,6,144,89,101.09510086455332,29.233333333333334,11,3,148
JN Mohammed,18,433,13,610,1,37,8,70.98360655737704,33.30769230769231,4,0,91
R Powell,14,254,12,270,1,20,11,94.07407407407408,21.166666666666668,1,0,54
Noor Ali Zadran,56,1290,53,1749,5,148,7,73.75643224699829,24.339622641509433,8,0,67
Dawlat Zadran,54,409,36,550,10,37,17,74.36363636363636,11.36111111111111,0,0,41
Mohammad Hafeez,311,10447,279,13643,21,1113,179,76.57406728725354,37.44444444444444,72,20,224
Shoaib Malik,259,7053,204,8415,13,612,128,83.81461675579322,34.5735294117647,38,7,245
Imad Wasim,60,985,37,865,7,94,20,113.8728323699422,26.62162162162162,3,0,63
Rubel Hossain,63,345,32,692,13,41,5,49.85549132947977,10.78125,0,0,45
LE Plunkett,64,710,36,714,8,64,19,99.43977591036415,19.72222222222222,1,0,62
MA Wood,19,266,9,433,2,42,1,61.43187066974596,29.555555555555557,0,0,39
TG Southee,154,2190,111,2369,18,191,103,92.44406922752216,19.72972972972973,7,0,82
Javed Ahmadi,26,532,25,737,3,64,6,72.18453188602442,21.28,4,0,81
Fakhar Zaman,44,1266,41,1163,6,131,39,108.85640584694755,30.878048780487806,10,2,138
MD Gunathilaka,37,1203,37,1328,1,129,19,90.58734939759036,32.513513513513516,10,2,133
AD Mathews,324,11356,236,16653,18,1008,187,68.19191737224524,48.11864406779661,81,21,248
A Zampa,35,154,22,203,7,12,3,75.86206896551724,7.0,0,0,17
M Morkel,126,1175,85,2018,24,157,15,58.22596630327057,13.823529411764707,0,0,40
Imran Tahir,53,308,29,486,11,39,3,63.37448559670782,10.620689655172415,0,0,29
Rahmat Shah,42,1659,38,2586,3,152,18,64.15313225058004,43.6578947368421,14,5,174
Afsar Zazai,16,382,13,777,3,26,2,49.163449163449165,29.384615384615383,3,0,89
JL Carter,28,581,22,845,1,48,10,68.75739644970415,26.40909090909091,3,0,54
AR Nurse,19,238,14,244,1,23,5,97.54098360655738,17.0,0,0,44
ML Cummins,7,55,4,187,0,4,3,29.41176470588235,13.75,0,0,24
DM de Silva,42,1470,36,2321,2,167,7,63.33476949590694,40.833333333333336,11,3,194
NLTC Perera,190,2861,146,2522,15,218,116,113.44171292624901,19.595890410958905,8,0,80
Fahim Ashraf,1,15,0,15,0,1,1,100.0,15.0,0,0,15
Taskin Ahmed,19,116,13,264,4,6,3,43.93939393939394,8.923076923076923,0,0,41
R Ashwin,168,3091,116,4749,19,317,29,65.08738681827754,26.646551724137932,18,6,124
MH Cross,57,1189,49,1288,2,117,27,92.3136645962733,24.26530612244898,5,0,61
KJ Coetzer,77,2591,71,2641,8,289,59,98.10677773570617,36.49295774647887,18,4,156
CS MacLeod,79,2035,73,2056,11,194,39,98.97859922178988,27.876712328767123,14,5,175
RD Berrington,75,1875,66,2030,4,127,50,92.36453201970443,28.40909090909091,11,2,110
CD Wallace,24,467,20,520,2,36,10,89.8076923076923,23.35,4,0,58
PL Mommsen,40,1082,32,1222,3,90,17,88.54337152209493,33.8125,7,1,111
CD de Lange,11,137,6,177,0,8,2,77.40112994350282,22.833333333333332,0,0,26
SJ Baard,43,1352,39,1326,2,140,31,101.96078431372548,34.666666666666664,13,0,97
LP van der Westhuizen,11,188,11,169,1,17,6,111.24260355029585,17.09090909090909,1,0,50
CG Williams,41,861,31,869,3,62,23,99.07940161104717,27.774193548387096,4,1,109
MG Erasmus,34,937,28,1038,1,75,30,90.26974951830444,33.464285714285715,8,0,91
JN Frylinck,17,182,10,191,3,9,6,95.28795811518324,18.2,0,0,42
C Viljoen,16,221,13,229,1,21,2,96.5065502183406,17.0,0,0,35
SF Burger,26,629,20,976,0,45,11,64.44672131147541,31.45,2,0,61
ZE Green,22,342,18,546,1,29,7,62.637362637362635,19.0,1,0,61
JJ Smit,31,485,21,470,2,25,26,103.19148936170212,23.095238095238095,1,0,59
Z Groenewald,11,79,7,107,0,5,2,73.83177570093459,11.285714285714286,0,0,42
BM Scholtz,15,69,7,174,1,3,0,39.6551724137931,9.857142857142858,0,0,21
SM Sharif,31,252,17,291,4,18,3,86.5979381443299,14.823529411764707,0,0,26
MRJ Watt,17,108,9,137,1,10,1,78.83211678832117,12.0,0,0,15
AC Evans,15,94,9,143,4,11,0,65.73426573426573,10.444444444444445,0,0,28
CB Sole,4,15,3,35,0,0,0,42.857142857142854,5.0,0,0,10
MA Leask,40,583,35,517,3,43,30,112.76595744680851,16.65714285714286,3,0,59
SF Mire,29,630,28,780,1,66,14,80.76923076923077,22.5,4,1,112
H Masakadza,203,6146,191,8900,11,626,121,69.0561797752809,32.17801047120419,42,8,219
CR Ervine,93,3041,76,4338,6,303,40,70.10142923005994,40.01315789473684,21,5,173
SC Williams,131,3552,111,4221,11,323,46,84.15067519545131,32.0,32,2,120
Sikandar Raza,103,2666,90,3419,1,252,50,77.97601637905821,29.622222222222224,17,4,147
RP Burl,19,416,14,470,0,27,14,88.51063829787235,29.714285714285715,2,0,57
MN Waller,95,2060,84,2743,8,201,36,75.10025519504192,24.523809523809526,8,1,101
PJ Moor,40,860,35,1164,1,67,34,73.88316151202748,24.571428571428573,6,0,92
AG Cremer,73,999,54,2061,6,73,7,48.47161572052402,18.5,3,1,145
TL Chatara,37,212,24,414,9,24,3,51.207729468599034,8.833333333333334,0,0,23
R Ngarava,4,12,3,19,2,0,1,63.1578947368421,4.0,0,0,10
JH Davey,30,368,20,485,2,36,3,75.87628865979381,18.4,1,0,53
JT Smuts,6,110,6,102,1,11,5,107.84313725490196,18.333333333333332,0,0,45
RR Hendricks,11,206,11,206,2,22,1,100.0,18.727272727272727,0,0,49
M Mosehle,5,100,3,60,0,5,9,166.66666666666666,33.333333333333336,0,0,36
D Paterson,1,4,0,1,0,1,0,400.0,4.0,0,0,4
LS Livingstone,17,333,14,247,1,23,17,134.8178137651822,23.785714285714285,1,0,55
LA Dawson,23,527,19,525,1,31,17,100.38095238095238,27.736842105263158,3,0,76
MDN Hansika,28,403,28,834,6,44,1,48.32134292565947,14.392857142857142,0,0,48
PRCS Kumarihami,28,392,24,891,3,27,0,43.99551066217733,16.333333333333332,0,0,49
AC Jayangani,74,2144,66,2806,4,272,21,76.40769779044903,32.484848484848484,13,4,178
LE Kaushalya,56,884,47,1006,5,79,19,87.8727634194831,18.80851063829787,4,0,65
MADD Surangika,49,866,35,1390,5,78,3,62.302158273381295,24.742857142857144,3,0,84
HASD Siriwardene,55,965,47,1500,2,91,5,64.33333333333333,20.53191489361702,2,0,68
PM Weerakkody,38,652,32,1069,1,66,0,60.991580916744624,20.375,1,0,61
SS Weerakkody,46,346,31,550,4,30,1,62.90909090909091,11.161290322580646,0,0,26
KDU Prabodhani,34,166,19,337,3,15,0,49.25816023738872,8.736842105263158,0,0,21
I Ranaweera,31,127,11,294,8,13,0,43.197278911564624,11.545454545454545,0,0,32
HHC Gunaratne,5,14,3,24,1,2,0,58.333333333333336,4.666666666666667,0,0,6
SW Bates,61,2135,53,2491,2,248,17,85.70855078281815,40.283018867924525,16,2,122
RH Priest,52,1065,47,1197,4,158,11,88.97243107769424,22.659574468085108,6,1,108
AE Satterthwaite,43,1792,31,2113,1,195,6,84.80832938949361,57.806451612903224,13,5,137
DJ Malan,24,853,21,597,1,94,32,142.88107202680067,40.61904761904762,8,1,103
TK Curran,29,485,19,399,0,54,9,121.55388471177945,25.526315789473685,1,0,62
S Mandhana,32,872,27,1080,1,115,8,80.74074074074075,32.2962962962963,8,1,106
TT Beaumont,60,1855,56,2276,4,211,17,81.50263620386643,33.125,10,4,168
SJ Taylor,88,2668,73,2861,6,322,4,93.25410695560993,36.54794520547945,20,1,147
HC Knight,80,1998,61,2686,4,197,19,74.38570364854803,32.75409836065574,13,2,161
NR Sciver,67,1765,52,1924,5,177,16,91.73596673596674,33.94230769230769,9,2,137
FC Wilson,20,397,16,428,1,37,0,92.75700934579439,24.8125,1,0,81
DN Wyatt,67,994,53,1024,8,111,8,97.0703125,18.754716981132077,4,0,81
KH Brunt,38,547,29,728,0,43,6,75.13736263736264,18.862068965517242,0,0,45
JL Gunn,46,478,25,805,4,35,7,59.37888198757764,19.12,2,0,69
A Shrubsole,28,188,20,366,5,18,4,51.36612021857923,9.4,0,0,32
D Hazell,16,168,11,265,2,11,2,63.39622641509434,15.272727272727273,0,0,45
A Hartley,2,2,0,7,0,0,0,28.571428571428573,1.0,0,0,1
Ayesha Zafar,20,421,19,620,1,65,0,67.90322580645162,22.157894736842106,3,1,115
Nahida Khan,43,755,35,1191,3,84,3,63.392107472712006,21.571428571428573,3,0,79
Javeria Khan,68,1517,57,2216,6,174,0,68.45667870036101,26.614035087719298,8,2,133
Bismah Maroof,77,1849,56,2429,4,161,0,76.12186084808563,33.017857142857146,8,0,91
Nain Abidi,61,1140,50,1744,5,101,1,65.36697247706422,22.8,3,0,62
Kainat Imtiaz,8,56,4,79,0,7,0,70.88607594936708,14.0,0,0,14
Asmavia Iqbal,53,521,40,743,3,40,12,70.12113055181696,13.025,0,0,38
Sana Mir,64,982,47,1590,6,77,0,61.76100628930818,20.893617021276597,3,0,52
Sidra Nawaz,23,140,15,251,3,15,0,55.776892430278885,9.333333333333334,0,0,47
D van Niekerk,59,1401,42,1848,0,137,19,75.81168831168831,33.357142857142854,5,0,70
HK Matthews,39,959,34,1185,2,114,18,80.92827004219409,28.205882352941178,6,1,107
F Walters,2,16,2,48,0,1,0,33.333333333333336,8.0,0,0,9
CN Nation,20,410,17,701,0,42,6,58.48787446504993,24.11764705882353,1,0,63
SR Taylor,60,1808,52,2105,2,193,21,85.89073634204276,34.76923076923077,13,0,95
DJS Dottin,54,1377,47,1366,4,137,49,100.80527086383601,29.29787234042553,7,1,104
MR Aguilleira,42,527,33,881,1,38,4,59.81838819523269,15.969696969696969,0,0,46
SF Daley,28,261,21,423,4,21,2,61.702127659574465,12.428571428571429,0,0,37
A Mohammed,35,197,17,411,7,20,0,47.93187347931873,11.588235294117647,0,0,31
ASS Fletcher,18,116,12,192,4,12,0,60.416666666666664,9.666666666666666,0,0,36
SC Selman,17,72,9,143,3,2,0,50.34965034965035,8.0,0,0,12
SS Connell,11,19,5,37,5,1,0,51.351351351351354,3.8,0,0,13
BL Mooney,46,1656,35,1777,2,192,2,93.190770962296,47.31428571428572,16,2,113
NE Bolton,42,1307,38,1985,1,133,1,65.84382871536523,34.39473684210526,9,3,124
MM Lanning,100,4004,76,4250,3,501,41,94.21176470588236,52.68421052631579,31,7,152
EA Perry,80,2984,44,3682,3,271,34,81.04291146116242,67.81818181818181,28,1,192
Kyshona A Knight,32,375,27,813,3,45,0,46.125461254612546,13.88888888888889,0,0,41
GWHM Perera,28,342,24,634,4,46,0,53.943217665615144,14.25,0,0,46
LD Madushanka,6,35,5,52,1,3,0,67.3076923076923,7.0,0,0,20
H Madavi,10,139,8,239,2,17,0,58.15899581589958,17.375,0,0,39
OU Ranasinghe,17,106,15,229,0,6,0,46.2882096069869,7.066666666666666,0,0,26
KADA Kanchana,29,208,22,351,4,17,1,59.25925925925926,9.454545454545455,0,0,34
L Winfield,38,837,32,1035,2,107,6,80.8695652173913,26.15625,4,1,123
KJ Martin,39,715,27,839,3,69,0,85.22050059594756,26.48148148148148,5,0,81
SFM Devine,40,1262,33,1243,2,114,41,101.52855993563958,38.24242424242424,10,0,93
KT Perkins,31,495,25,633,0,36,5,78.19905213270142,19.8,1,0,52
AM Peterson,10,98,9,140,0,6,2,70.0,10.88888888888889,0,0,22
EM Bermingham,18,121,13,131,1,9,3,92.36641221374046,9.307692307692308,0,0,35
LMM Tahuhu,21,116,16,173,6,9,1,67.05202312138728,7.25,0,0,16
AC Kerr,10,83,4,66,0,11,0,125.75757575757575,20.75,0,0,29
HR Huddleston,6,20,3,61,2,1,0,32.78688524590164,6.666666666666667,0,0,12
EJ Villani,60,1339,53,1434,9,171,15,93.37517433751744,25.264150943396228,10,0,90
AJ Blackwell,77,1683,52,2361,4,148,5,71.2833545108005,32.36538461538461,10,0,82
M Joshi,4,21,1,46,0,2,0,45.65217391304348,21.0,0,0,12
Poonam Yadav,8,21,3,37,2,1,0,56.75675675675676,7.0,0,0,7
Iram Javed,25,228,22,347,3,28,4,65.70605187319885,10.363636363636363,1,0,55
Nashra Sandhu,7,22,2,125,1,1,1,17.6,11.0,0,0,7
Diana Baig,6,15,5,46,3,0,0,32.608695652173914,3.0,0,0,12
Sadia Yousuf,19,21,9,128,8,1,0,16.40625,2.3333333333333335,0,0,6
R Boyce,5,13,5,42,1,0,1,30.952380952380953,2.6,0,0,6
Q Joseph,1,0,1,3,1,0,0,0.0,0.0,0,0,0
KA Hope,3,100,3,155,0,16,0,64.51612903225806,33.333333333333336,0,0,46
KOK Williams,3,3,1,7,1,0,0,42.857142857142854,3.0,0,0,2
DT Tiripano,25,358,19,928,2,33,4,38.577586206896555,18.842105263157894,1,0,63
Kycia A Knight,33,471,29,774,6,47,4,60.85271317829457,16.24137931034483,0,0,45
AK Peters,3,4,2,17,2,0,0,23.529411764705884,2.0,0,0,4
RL Haynes,36,914,30,1395,4,93,8,65.51971326164875,30.466666666666665,8,1,118
AJ Healy,82,1845,66,1656,4,245,28,111.41304347826087,27.954545454545453,9,2,148
JL Jonassen,58,1032,45,1285,2,91,10,80.3112840466926,22.933333333333334,1,1,153
A Gardner,26,394,25,373,4,41,13,105.63002680965147,15.76,0,0,49
SE Aley,3,18,2,16,1,2,0,112.5,9.0,0,0,15
Marina Iqbal,29,398,23,661,1,35,2,60.21180030257186,17.304347826086957,0,0,42
TK Musakanda,9,229,8,275,1,22,4,83.27272727272727,28.625,1,0,60
CT Mumba,4,17,2,95,0,1,0,17.894736842105264,8.5,0,0,11
AN Cook,212,12458,193,23900,7,1433,21,52.1255230125523,64.54922279792746,95,44,302
KK Jennings,16,556,10,752,0,50,7,73.93617021276596,55.6,3,1,112
GS Ballance,44,1860,41,3679,2,220,10,50.557216634955154,45.36585365853659,13,5,194
SCJ Broad,192,3483,143,5209,20,400,47,66.86504127471683,24.356643356643357,19,2,169
JM Anderson,150,1190,90,2688,22,156,3,44.270833333333336,13.222222222222221,1,0,81
D Elgar,43,2388,38,5196,1,275,18,45.95842956120092,62.8421052631579,17,8,229
HG Kuhn,7,59,5,84,0,4,2,70.23809523809524,11.8,0,0,29
T Bavuma,26,1214,22,2440,1,153,6,49.75409836065574,55.18181818181818,10,3,113
TB de Bruyn,7,169,6,318,0,27,2,53.144654088050316,28.166666666666668,0,0,49
VD Philander,64,1326,44,2895,8,146,10,45.803108808290155,30.136363636363637,7,0,96
KA Maharaj,10,247,8,427,1,30,5,57.84543325526932,30.875,3,0,94
PWH de Silva,12,126,6,115,1,8,2,109.56521739130434,21.0,0,0,30
KMDN Kulasekara,161,1799,118,2543,20,143,50,70.7432166732206,15.245762711864407,5,0,73
A Dananjaya,6,11,5,38,4,0,0,28.94736842105263,2.2,0,0,7
PVD Chameera,18,131,8,317,2,14,0,41.32492113564669,16.375,0,0,28
LA Marsh,41,633,30,1091,5,80,5,58.020164986251146,21.1,2,0,55
LM Kasperek,6,18,4,37,2,1,0,48.648648648648646,4.5,0,0,6
ML Schutt,15,80,13,148,1,8,0,54.054054054054056,6.153846153846154,0,0,14
KM Beams,10,56,5,136,1,4,0,41.1764705882353,11.2,0,0,26
ML Green,17,257,16,294,0,30,4,87.41496598639456,16.0625,1,0,56
HM Rowe,3,15,1,26,0,1,0,57.69230769230769,15.0,0,0,10
DJM Short,40,1518,36,1091,2,151,62,139.1384051329056,42.166666666666664,13,1,122
K Gowtham,16,144,11,84,1,10,10,171.42857142857142,13.090909090909092,0,0,33
BCJ Cutting,77,1309,58,919,3,77,85,142.4374319912949,22.56896551724138,2,0,81
M Markande,7,27,3,30,1,3,0,90.0,9.0,0,0,7
DJ Hooda,45,524,33,431,1,27,24,121.57772621809745,15.878787878787879,1,0,54
Sandeep Sharma,17,33,3,45,4,2,0,73.33333333333333,11.0,0,0,7
B Stanlake,9,18,1,27,2,1,0,66.66666666666667,18.0,0,0,5
KL Rahul,101,4183,83,4873,4,407,109,85.84034475682331,50.397590361445786,35,10,199
MA Agarwal,77,1922,72,2169,5,198,67,88.61226371599815,26.694444444444443,9,3,243
MP Stoinis,74,1744,52,1476,7,146,55,118.15718157181571,33.53846153846154,8,1,146
Mujeeb Ur Rahman,14,73,8,76,7,9,1,96.05263157894737,9.125,0,0,27
SN Khan,21,402,15,281,1,45,11,143.06049822064057,26.8,1,0,67
AD Russell,152,3071,116,2076,15,236,213,147.92870905587668,26.474137931034484,11,0,92
Shubman Gill,23,499,14,384,0,43,15,129.94791666666666,35.642857142857146,4,0,76
Shivam Mavi,3,13,3,15,1,1,0,86.66666666666667,4.333333333333333,0,0,7
M Vijay,177,6503,161,10215,5,696,133,63.66128242780225,40.391304347826086,39,16,198
Mohammed Siraj,6,29,3,38,1,2,1,76.3157894736842,9.666666666666666,0,0,14
S Gopal,13,109,6,100,3,12,1,109.0,18.166666666666668,0,0,24
DS Kulkarni,21,126,9,140,0,9,3,90.0,14.0,0,0,28
H Klaasen,7,77,6,92,1,6,1,83.69565217391305,12.833333333333334,0,0,32
JD Unadkat,12,56,7,67,3,6,1,83.58208955223881,8.0,0,0,26
RK Bhui,2,7,2,18,1,0,0,38.888888888888886,3.5,0,0,7
JC Archer,32,230,19,260,4,21,6,88.46153846153847,12.105263157894736,0,0,27
BB Sran,7,10,1,14,1,0,0,71.42857142857143,10.0,0,0,3
PP Shaw,25,598,23,435,1,72,19,137.4712643678161,26.0,4,0,99
MK Lomror,3,28,2,24,0,3,0,116.66666666666667,14.0,0,0,11
RK Singh,5,58,4,57,0,4,2,101.75438596491227,14.5,0,0,30
M Ashwin,5,4,3,8,1,0,0,50.0,1.3333333333333333,0,0,1
DR Shorey,2,13,2,20,0,0,1,65.0,6.5,0,0,8
AD Nath,10,90,10,99,1,7,2,90.9090909090909,9.0,0,0,24
M Prasidh Krishna,2,1,1,7,1,0,0,14.285714285714286,1.0,0,0,1
HV Patel,15,107,9,74,4,3,9,144.59459459459458,11.88888888888889,0,0,36
P Chopra,1,8,1,6,0,2,0,133.33333333333334,8.0,0,0,8
JPR Scantlebury-Searles,2,8,1,6,0,0,1,133.33333333333334,8.0,0,0,6
Abhishek Sharma,6,72,3,45,0,4,5,160.0,24.0,0,0,46
IS Sodhi,23,405,17,695,2,41,8,58.273381294964025,23.823529411764707,2,0,88
DL Chahar,6,71,5,45,1,2,6,157.77777777777777,14.2,0,0,39
SP Goswami,19,293,17,302,2,32,3,97.01986754966887,17.235294117647058,1,0,52
